shapeid;file_name;parcel;bldg_no;sc_lev;z_dem;z_top_tun;overburden;depth_fond;z_fondatio;overburde2;d_min_rang;angle_bldg;stories_un;stories_ov;nb_de_nive;lift_no;footprint;height_ove;comments;pk_min;pk_max;d_min;d_max
357;94081AU0171_03_SEN_ind01.pdf;94081AU0171;3;1;52;30;22;8;44;14;40m < D <= 50m;<30;3;R+9;0;2;150 X 70;28;NULL;2128531.24965593;2128592.26340459;36.757397809387;119.556229864895
358;94081AU0100_02_SEN_ind01.pdf;94081AU0100;2;1;56;30;26;0;56;26;10m < D <= 20m;entre 60 et 90;0;1 niveau partiel (logement gardien);0;0;50 X 30;6;NULL;2128558.34287647;2128653.69008296;-62.5127749220455;34.179509133085
359;94081AR0161_01_SEN_ind01.pdf;94081AR0161;1;1;92;50;42;2;90;40;10m < D <= 20m;<30;1;0;1;0;8 X 7;4;NULL;2129186.44979154;2129195.51374093;-15.3939379398203;-6.36332079213158
360;94081AS0369_01_SEN_ind01.pdf;94081AS0369;1;2;65;37;28;ND4;NULL;non dtermin;0m < D <= 10m;entre 30 et 60;?;ND10;1;0;10 X 10;ND14;NULL;2128842.24414303;2128853.37283283;-12.8113797109182;-1.20421900055585
361;94081DJ0123_01_SEN_ind01.pdf;94081DJ0123;1;1;35;17;18;ND4;NULL;non dtermin;0m < D <= 10m;<30;?;?;0;0;105 X 40;8;NULL;2126386.30797661;2126490.94815515;8.11761779744265;49.5033868032994
362;940810X0214_01_SEN_ind01.pdf;940810X0214;1;1;47;30;17;Inconnue (pas d'accs  l'immeuble);NULL;non dtermin;D > 50 m;<30;Inconnue (pas d'accs  l'immeuble);5;0;2;30 X 25;20;Dimension du btiment en L;2128358.77417532;2128393.09639856;93.9359798695903;131.652315495851
363;94081AR0124_01_SEN_ind01.pdf;94081AR0124;1;1;73;41;32;0;73;32;0m < D <= 10m;<30;0;1;1;0;11 X 6;6;/;2128931.18599597;2128946.08030412;6.21601299292612;20.9961180470257
364;94081CI0265_01_SEN_ind01.pdf;94081CI0265;1;1;35;15;20;3;32;17;20m < D <= 30m;entre 60 et 90;1;1;1;0;9 X 9;6;NULL;2126877.08551853;2126903.06765878;-41.4122477766652;-23.8617335046682
365;94081BT0141_02_SEN_ind01.pdf;94081BT0141;2;1;48;4;44;0;48;44;20m < D <= 30m;<30;0;0;0;0;30 X 8;4;/;2127514.27490399;2127543.48992981;-74.205183372297;-57.6710216064483
366;94081AU0034_01_SEN_ind01.pdf;94081AU0034;1;1;59;31;28;3;56;25;10m < D <= 20m;non dtermin;1;?;?;?;24 X 15;?;en cour de construction;2128691.70195036;2128715.84597802;-19.1870681952935;-1.0478444325767
367;94081AR0392_01_SEN_ind01.pdf;94081AR0392;1;1;82;44;38;2;80;36;10m < D <= 20m;entre 60 et 90;1;0;1;0;10 X 9;4;NULL;2129037.93304582;2129046.65491639;14.9406058701622;24.5984276611301
368;94081CI0019_01_SEN_ind01.pdf;94081CI0019;1;1;35;15;20;2;33;18;40m < D <= 50m;<30;1;1;0;0;18 X 11;6;NULL;2126911.7547558;2126927.96524768;29.6992397268862;50.7359761033786
369;94081CI0275_01_SEN_ind01.pdf;94081CI0275;1;1;35;16;19;2;33;17;0m < D <= 10m;<30;1;1;1;0;8 X 8;5;Prsence de sablire;2126889.32775189;2126899.55920591;62.8522158682286;72.1934608607476
370;94081AR0159_01_SEN_ind01.pdf;94081AR0159;1;1;88;48;40;2;86;38;10m < D <= 20m;entre 60 et 90;1;1;0;0;12 X 10;7;Sous sol semi enterr;2129134.03018919;2129144.18090041;-22.3093664249617;-12.5455233691391
371;94081AU0205_01_SEN_ind01.pdf;94081AU0205;1;2;58;30;28;Non connus;NULL;non dtermin;10m < D <= 20m;entre 60 et 90;?;1;1;0;12 X 9;6;/;2128677.38529323;2128690.64789344;-19.0985369923969;-5.26044707414437
372;94081CI0027_01_SEN_ind01.pdf;94081CI0027;1;1;35;15;20;2;33;18;30m < D <= 40m;<30;1;1;1;0;8 X 8;5;Prsence de sablire;2126848.94444986;2126857.66290025;80.3254210662633;89.2714797748458
373;94081AR0131_01_SEN_ind01.pdf;94081AR0131;1;1;78;44;34;2;76;32;30m < D <= 40m;<30;1;1;1;0;16 X 6;6;NULL;2129024.79244438;2129034.13733862;-35.4330730537463;-19.3735520641696
374;94081AR0523_02_SEN_ind01.pdf;94081AR0523;2;1;70;41;29;2;68;27;20m < D <= 30m;<30;1;1;0;0;10 X 9;6;NULL;2128923.83502636;2128936.38770835;-35.276574353812;-25.1390930810935
375;94081BT0140_01_SEN_ind01.pdf;94081BT0140;1;1;48;4;44;1;47;43;30m < D <= 40m;<30;1;14;0;2;40 X 15;42;NULL;2127521.95496835;2127560.25535297;-97.4933191021398;-69.419501552817
376;94081AQ0253_01_SEN_ind01.pdf;94081AQ0253;1;1;96;56;40;0;96;40;10m < D <= 20m;entre 30 et 60;0;1;1;0;8 X 7;6;/;2129326.18574043;2129335.91457;6.38193742009235;15.7979510098665
377;94081AS0370_01_SEN_ind01.pdf;94081AS0370;1;1;64;37;27;0;64;27;40m < D <= 50m;<30;0;0;1;0;20 X 7;4;/;2128845.38827813;2128861.882041;-47.8356030678941;-27.6551451095112
378;94081DJ0131_10_SEN_ind01.pdf;94081DJ0131;10;2;35;17;18;0;35;18;20m < D <= 30m;<30;0;1;0;0;22 X 14;6;Btiment abandonn et ferm;2126110.26523717;2126149.29529753;-78.736591102402;-52.9240999759981
379;94081AU0108_01_SEN_ind01.pdf;94081AU0108;1;2;60;31;29;Non dtermin ( btiment ferm);NULL;non dtermin;0m < D <= 10m;entre 60 et 90;?;0;1;0;9 X 7;5;/;2128721.34220247;2128731.99256601;13.193667916929;23.3611078003309
380;94081CM0019_01_SEN_ind01.pdf;94081CM0019;1;1;35;16;19;3;32;16;20m < D <= 30m;entre 60 et 90;1;1;1;0;7 X 7;6;Prsence de sablire;2126959.06063663;2126981.65791897;99.4716433630655;115.794752448408
381;94081DJ0131_09_SEN_ind01.pdf;94081DJ0131;9;1;35;17;18;0;35;18;20m < D <= 30m;<30;0;2;0;0;19 X 16;9;Btiment ferm;2126068.271973;2126106.99931914;-63.2113245994897;-39.1146895026612
382;94081AS0162_01_SEN_ind01.pdf;94081AS0162;1;1;63;35;28;2;61;26;20m < D <= 30m;<30;1;0;0;0;11 X 10;3;/;2128796.70619627;2128811.28683462;-34.664301442869;-22.283819023318
383;94081CI0273_01_SEN_ind01.pdf;94081CI0273;1;1;35;16;19;2;33;17;0m < D <= 10m;<30;1;1;0;0;8 X 8;5;Prsence de sablire;2126891.94039723;2126901.48503139;69.2584696669589;78.8771594460029
384;94081DJ0088_01_SEN_ind01.pdf;94081DJ0088;1;1;35;17;18;0;35;18;10m < D <= 20m;<30;0;0;0;0;86 X 16;6;NULL;2126390.25164392;2126452.99586939;-31.3323412221681;-19.1987423519413
385;94081AS0309_01_SEN_ind01.pdf;94081AS0309;1;2;70;39;31;0;70;31;20m < D <= 30m;<30;0;1;1;0;15 X 9;6;/;2128901.9345735;2128917.39680435;23.0120023998856;29.5515731766998
386;94081CM0065_01_SEN_ind01.pdf;94081CM0065;1;1;35;17;18;3;32;15;40m < D <= 50m;entre 30 et 60;1;0;1;0;12 X 7;6;Prsence de sablire;2126947.95442043;2126981.66023022;128.311453193718;146.378414089169
387;94081CL0140_02_SEN_ind01.pdf;94081CL0140;2;2;35;16;19;0;35;19;Au dessus de l'axe;entre 30 et 60;0;1 partiel);1;0;55 X 11;7 (R+1) - 4 m (RDC);NULL;2126732.28001081;2126904.62548438;95.5950163501177;177.955758117811
388;94081BP0207_01_SEN_ind01.pdf;94081BP0207;1;1;45;27;18;7;38;11;0m < D <= 10m;<30;2;7;0;1;30 X 23;22;NULL;2127996.06976313;2128026.45047364;-36.3970691272426;-11.1127639533278
389;94081AQ0115_02_SEN_ind01.pdf;94081AQ0115;2;1;97;58;39;0;97;39;30m < D <= 40m;<30;0;0;0;0;7 X 3;2;NULL;2129404.69529256;2129408.25404427;14.1191368416478;19.6238082709823
390;94081AV0017_01_SEN_ind01.pdf;94081AV0017;1;1;60;31;29;2;58;27;40m < D <= 50m;entre 30 et 60;1;1;1;0;8 X 7;7;NULL;2128734.91921672;2128747.00762635;-35.0435927599282;-22.8060906887011
391;94081AQ0114_01_SEN_ind01.pdf;94081AQ0114;1;2;98;58;40;2;96;38;30m < D <= 40m;<30;1;0;1;0;10 X 8;5;/;2129408.82462807;2129417.99421332;22.5556322333891;32.7282079904231
392;94081AQ0097_03_SEN_ind01.pdf;94081AQ0097;3;1;95;54;41;0;95;41;10m < D <= 20m;entre 60 et 90;0;0;0;0;25 X 10;5;/;2129257.78309438;2129268.42448536;-16.8919265320892;-10.7698860672105
393;94081CI0110_01_SEN_ind01.pdf;94081CI0110;1;1;35;15;20;2;33;18;20m < D <= 30m;entre 60 et 90;1;0;1;0;10 X 10;5;NULL;2126905.37186426;2126921.13189118;21.6393993786352;34.5641025712713
394;94081AR0394_01_SEN_ind01.pdf;94081AR0394;1;1;82;44;38;2;80;36;Au-dessus de l'axe;<30;1;0;1;0;12 X 7;6;NULL;2129034.12684449;2129044.87565158;-4.23027476864308;6.57552795041625
395;94081CI0021_01_SEN_ind01.pdf;94081CI0021;1;1;35;15;20;0;35;20;30m < D <= 40m;<30;0;0;0;0;5 X 4;3;Prsence de sablire;2126922.36725611;2126932.57872387;60.9232068508432;71.4511496838337
396;94081AS0398_01_SEN_ind01.pdf;94081AS0398;1;1;65;37;28;0;65;28;0m < D <= 10m;<30;0;3;0;0;13 X 8;11;Toiture terrasse;2128826.84092874;2128838.74191837;-9.06281188201346;7.38178305030567
397;94081AR0456_01_SEN_ind01.pdf;94081AR0456;1;1;73;41;32;0;73;32;10m < D <= 20m;<30;0;1;1;0;12 X 9;5;NULL;2128945.73579233;2128960.01528081;11.3119413830199;27.4446528512156
398;94081AQ0358_01_SEN_ind01.pdf;94081AQ0358;1;1;96;56;40;0;96;40;Au dessus de l'axe;<30;0;1;1;0;11 X 8;8;/;2129340.00119754;2129353.33666793;-12.2899177424326;-0.610647457441289
399;94081AU0014_01_SEN_ind01.pdf;94081AU0014;1;2;59;31;28;Non dtermin ( btiment ferm);NULL;non dtermin;10m < D <= 20m;entre 60 et 90;?;1;1;0;12 X 10;5;/;2128714.0461706;2128722.7864483;28.7803891861989;41.2632922457834
400;94081AR0153_02_SEN_ind01.pdf;94081AR0153;2;1;81;44;37;0;81;37;Au dessus de l'axe;entre 60 et 90;0;0;0;0;8 X 4;2;5;extension;2129053.27613105;2129059.39107032;-4.917106528152;2.12730358212628
401;94081AR0340_01_SEN_ind01.pdf;94081AR0340;1;1;71;41;30;2;69;28;0m < D <= 10m;<30;1;1;1;0;8 X 7;7;NULL;2128921.43027675;2128932.83551082;2.61545310568418;16.9867735744975
402;94081AR0132_01_SEN_ind01.pdf;94081AR0132;1;1;78;44;34;2;76;32;10m < D <= 20m;entre 60 et 90;1;2;0;0;12 X 10;7;NULL;2129024.23280008;2129033.86183531;-19.3918028510129;-7.72407715991292
403;94081DJ0088_03_SEN_ind01.pdf;94081DJ0088;3;1;35;17;18;2;33;16;10m < D <= 20m;<30;1;0;0;0;13 X 5;4;NULL;2126484.11064596;2126492.98008128;-54.6220290934133;-40.0365889846239
404;94081BT0134_01_SEN_ind01.pdf;94081BT0134;1;2;46;8;38;2;44;36;10m < D <= 20m;<30;Caves dsafectes;9;0;2;60 X 11;30;NULL;2127574.12264807;2127657.45305597;-61.358212927973;-29.4023036387893
405;94081BQ0235_01_SEN_ind01.pdf;94081BQ0235;1;1;44;13;31;0;44;31;10m < D <= 20m;entre 60 et 90;0;0;0;0;32 X 6;4;/;2127692.20304826;2127708.85438311;-59.3508471523587;-14.7935598679316
406;94081CM0156_03_SEN_ind01.pdf;94081CM0156;3;1;35;35;35;0;35;non dtermin;D > 50m;entre 30 et 60;0;0;1;0;19 X 8;3;Prsence de sablire;2127107.43341306;2127148.14135879;84.9301809710949;128.463071837775
407;94081CI0175_01_SEN_ind01.pdf;94081CI0175;1;1;35;25;10;Non dtermin (btiment ferm);NULL;non dtermin;10m < D <= 20m;entre 60 et 90;?;1;1;0;8 X 8;5;/;2126515.48400203;2126526.5425832;-63.4552593666539;-53.5803774146654
408;94081AR0523_01_SEN_ind01.pdf;94081AR0523;1;1;70;41;29;0;70;29;10m < D <= 20m;<30;0;0;0;0;7 X 7;3;NULL;2128924.26994417;2128932.29056879;-21.3667822166479;-12.5402844731561
409;94081CI0191_04_SEN_ind01.pdf;94081CI0191;4;1;35;17;18;0;35;18;Au dessus de l'axe;entre 60 et 90;0;0;0;0;60 X 11;5;NULL;2126677.17194496;2126701.54326899;-1.2550804480023;58.8669876921862
410;94081AQ0123_01_SEN_ind01.pdf;94081AQ0123;1;1;97;56;41;0;97;41;Au dessus de l'axe;entre 30 et 60;0;1;1;0;8 X 8;7;/;2129349.15080439;2129357.73491273;-5.71180033153721;5.52500517124366
411;94081CH0254_01_SEN_ind01.pdf;94081CH0254;1;1;39;5;34;0;39;34;30m < D <= 40m;entre 60 et 90;0;1;0;0;9 X 9;6;/;2127111.13261676;2127122.6122082;-52.9800885010482;-41.3026165884763
412;94081DJ0131_16_SEN_ind01.pdf;94081DJ0131;16;1;35;16;19;5;30;14;40m < D <= 50m;entre 60 et 90;1;0;0;0;40 X 30;4;Btiment ferm;2126065.26079226;2126102.54734665;-105.220649526049;-64.6140310991312
413;94081AQ0253_02_SEN_ind01.pdf;94081AQ0253;2;1;96;56;40;0;96;40;Au dessus de l'axe;entre 30 et 60;0;0;0;0;7 X 5;4;/;2129323.57589892;2129328.23507656;-2.03471368394926;5.71104213867139
414;94081CH0241_01_SEN_ind01.pdf;94081CH0241;1;1;41;5;36;4;37;32;40m < D <= 50m;entre 60 et 90;1;1;1;0;12 X 11;6;/;2127182.6309901;2127196.20330727;-80.1314979392145;-64.9042649562787
415;94081AS0163_01_SEN_ind01.pdf;94081AS0163;1;2;63;35;28;Non determin (btiment ferm);NULL;non dtermin;Au dessus de l'axe;entre 30 et 60;?;1;1;0;9 X 8;5;NULL;2128807.52021273;2128819.08257253;0.645794580812359;14.7425513038064
416;94081CN0092_01_SEN_ind01.pdf;94081CN0092;1;2;40;-1;41;4;36;37;30m < D <= 40m;<30;1;1;1;0;46 X 11;7;NULL;2127261.73959629;2127300.08627567;-9.77574992530161;30.7013578818429
417;94081AR0390_01_SEN_ind01.pdf;94081AR0390;1;1;82;44;38;Non dtermin (btiment ferm);NULL;non dtermin;20m < D <= 30m;entre 30 et 60;Non dtermin (btiment ferm);0;1;0;12 X 10;4;NULL;2129038.45744705;2129050.5248424;28.613560455176;38.9963248607267
418;94081AQ0115_01_SEN_ind01.pdf;94081AQ0115;1;1;98;58;40;2;96;38;20m < D <= 30m;<30;1;1;1;0;10 X 6;7;/;2129404.09242361;2129410.18953319;21.2978942085832;30.7317575092759
419;94081CU0141_01_SEN_ind01.pdf;94081CU0141;1;1;43;22;21;4;39;17;30m < D <= 40m;entre 60 et 90;2;14;0;2;22 X 17;42;/;2127901.70296188;2127919.17274163;42.6356789467494;65.5595077271393
420;94081CI0277_01_SEN_ind01.pdf;94081CI0277;1;1;35;15;20;2;33;18;40m < D <= 50m;<30;1;1;0;0;8 X 8;5;Prsence de sablire;2126863.58543794;2126884.99411868;38.9607977405228;51.9019546031674
421;94081CI0178_01_SEN_ind01.pdf;94081CI0178;1;2;35;25;10;3;32;7;0m < D <= 10m;<30;1;1;0;0;10 X 10;6;/;2126515.73863376;2126525.80018892;-53.9775701864326;-41.850169350756
422;94081AR0148_01_SEN_ind01.pdf;94081AR0148;1;1;92;50;42;Non dterminrmin (btiment ferm);NULL;non dtermin;20m < D <= 30m;<30;Non dterminrmin (btiment ferm);0;1;0;9 X 5;7;/;2129176.54025401;2129192.95586331;23.6694619315447;29.0817187577615
423;94081AS0120_01_SEN_ind01.pdf;94081AS0120;1;1;63;35;28;3;60;25;0m < D <= 10m;entre 30 et 60;1;1;1;0;10 X 5;5;NULL;2128790.01387829;2128803.25222981;8.79649894291312;23.0978926765134
424;94081CI0097_01_SEN_ind01.pdf;94081CI0097;1;1;35;25;10;3;32;7;40m < D <= 50m;entre 60 et 90;1;0;1;0;8 X 7;4;/;2126553.20866628;2126561.52143025;-66.4710817843415;-47.5062977354599
425;94081AR0154_01_SEN_ind01.pdf;94081AR0154;1;1;85;46;39;2;83;37;20m < D <= 30m;<30;1;1;1;0;18 X 10;6;NULL;2129065.35660383;2129083.77950823;17.8239573795896;28.5045703000218
426;94081AS0380_01_SEN_ind01.pdf;94081AS0380;1;2;60;33;27;Non dtermine (btiment ferm);NULL;non dtermin;10m < D <= 20m;entre 30 et 60;Non dtermine (btiment ferm);1;0;0;8 X 7;6;/;2128744.45852423;2128755.84271814;-15.2068636714645;-4.17016879218145
427;94081AQ0242_01_SEN_ind01.pdf;94081AQ0242;1;2;97;56;41;0;97;41;20m < D <= 30m;<30;0;0;1;0;13 X 4;3;NULL;2129373.37220007;2129381.15163855;27.0354534189251;39.413957412536
428;94081CM0098_02_SEN_ind01.pdf;94081CM0098;2;2;35;17;18;2;33;16;40m < D <= 50m;<30;1;1;1;0;28 X 5;6;/;2126953.81241509;2126982.94948681;118.994035218648;132.55422627339
429;94081AU0020_01_SEN_ind01.pdf;94081AU0020;1;1;59;31;28;Non dtermin ( btiment ferm);NULL;non dtermin;0m < D <= 10m;entre 60 et 90;?;1;1;0;9 X 9;5;/;2128706.42316583;2128716.45180249;14.4963733066338;25.3677542718477
430;94081CH0253_01_SEN_ind01.pdf;94081CH0253;1;1;38;5;33;0;38;33;30m < D <= 40m;entre 60 et 90;0;1;0;0;9 X 9;6;/;2127115.79546802;2127127.44610014;-46.3730625284873;-34.0150166833518
431;94081AR0460_02_SEN_ind01.pdf;94081AR0460;2;1;85;46;39;1;84;38;0m < D <= 10m;<30;0;0;0;0;9 X 5;3;garage semi-enterr;2129104.35983972;2129114.05278354;-23.4507877186094;-17.3033733284613
432;94081DJ0088_02_SEN_ind01.pdf;94081DJ0088;2;1;35;17;18;0;35;18;30m < D <= 40m;<30;0;0;0;0;75 X 15;6;NULL;2126387.96135582;2126457.84499482;-54.6348381788378;-40.218384909939
433;94081AR0397_01_SEN_ind01.pdf;94081AR0397;1;1;79;42;37;2;77;35;0m < D <= 10m;<30;1;0;1;0;11 X 5;3;NULL;2129005.9243779;2129016.48218402;1.38750787970192;10.4979913668941
434;94081AU0040_02_SEN_ind01.pdf;94081AU0040;2;2;56;30;26;2;54;24;D > 50m;entre 60 et 90;1;6;1;3 (1 par cage d'escaliers);35 X 10;19;NULL;2128563.80245691;2128625.58899797;-101.522377116417;-6.81256747774473
435;94081CN0002_01_SEN_ind01.pdf;94081CN0002;1;2;45;6;39;4;41;35;20m < D <= 30m;<30;1;4;0;0;30 X 16;14;/;2127535.4167908;2127567.94315104;-10.3843398679618;4.88182709161673
436;94081AQ0116_01_SEN_ind01.pdf;94081AQ0116;1;1;97;58;39;0;97;39;20m < D <= 30m;<30;0;1;1;0;11 X 7;8;/;2129392.02181701;2129405.56868209;13.5963273501188;23.9641115766252
437;94081CI0011_01_SEN_ind01.pdf;94081CI0011;1;1;35;15;20;Non dtermin;NULL;non dtermin;Au dessus de l'axe;entre 60 et 90;Non dtermin;1;0;0;9 X 8;6;NULL;2126893.29089953;2126908.09050889;-3.81288934226312;7.98454138686832
438;94081CI0016_01_SEN_ind01.pdf;94081CI0016;1;1;35;13;22;Non dtermin;NULL;non dtermin;20m < D <= 30m;entre 60 et 90;Non dtermin;1;0;0;13 X 5;5;NULL;2126946.94404594;2126956.98731427;18.9421168973189;35.5716318240254
439;94081AQ0190_01_SEN_ind01.pdf;94081AQ0190;1;1;97;58;39;0;97;39;10m < D <= 20m;entre 60 et 90;0;1;1;0;16 X 11;6;/;2129382.7539711;2129396.35650992;2.47186164629634;21.5266297651309
440;94081AR0128_01_SEN_ind01.pdf;94081AR0128;1;2;76;42;34;1;75;33;20m < D <= 30m;<30;1;1;0;0;8 X 10;7;NULL;2128983.51408178;2128998.01163147;-21.6389061455323;-11.7592832134113
441;94081CM0018_01_SEN_ind01.pdf;94081CM0018;1;1;35;16;19;3;32;16;30m < D <= 40m;entre 60 et 90;1;1;1;0;10 X 6;5;Prsence de sablire;2126940.79064494;2126951.53233287;121.282434957424;133.134822251682
442;94081AR0157_01_SEN_ind01.pdf;94081AR0157;1;2;86;46;40;2;84;38;10m < D <= 20m;<30;1;1;0;0;11 X 8;7;NULL;2129113.03980339;2129122.82137388;-23.6432840500271;-13.2920941791786
443;94081BT0141_01_SEN_ind01.pdf;94081BT0141;1;1;47;4;43;4;43;39;20m < D <= 30m;<30;1;2;0;0;30 X 20;8;/;2127542.06077341;2127573.41485315;-70.5948941497434;-46.3948002251797
444;94081CN0003_01_SEN_ind01.pdf;94081CN0003;1;2;46;4;42;4;42;38;0m < D <= 10m;<30;1;4;0;0;30 X 16;14;/;2127495.88149831;2127522.90358382;-29.0588619240045;-2.43260011286732
445;94081AR0289_01_SEN_ind01.pdf;94081AR0289;1;1;70;39;31;Non dtermine (btiment ferm);NULL;non dtermin;0m < D <= 10m;<30;?;1;1;0;8 X 7;6;NULL;2128914.53372299;2128925.7448695;-17.4254259056856;-9.06215343355495
446;94081AR0150_01_SEN_ind01.pdf;94081AR0150;1;2;92;50;42;3;89;39;Au dessus de l'axe;<30;1;1;1;0;9 X 6;7;Courrier info. Du 27/10/14;2129182.17901624;2129196.75312065;-0.399902162207009;8.33019699633818
447;94081CM0024_01_SEN_ind01.pdf;94081CM0024;1;2;35;16;19;0;35;19;40m < D <= 50m;<30;0;0;0;0;12 X 3;2;Prsence de sablire;2126946.60769369;2126953.76747614;84.8759061326091;97.1071539812269
448;94081AQ0098_01_SEN_ind01.pdf;94081AQ0098;1;1;96;54;42;0;96;42;Au dessus de l'axe;entre 60 et 90;0;1;1;0;16 X 10;7;/;2129286.21238693;2129296.55599446;-13.4959403067089;3.37724381546712
449;94081CM0115_05_SEN_ind01.pdf;94081CM0115;5;1;40;3;37;0;40;37;Au dessus de l'axe;entre 60 et 90;0;0;0;0;25 X 10;4;NULL;2127177.9536835;2127201.99096033;-35.0862401096919;-12.1414100768778
450;94081DI0027_16_SEN_ind02.pdf;94081DI0027;16;2;NULL;ND2;ND3;ND4;NULL;ND6;ND7;ND8;NULL;ND10;ND11;ND12;NULL;ND14;ND15;2125471.94392902;2125481.83283173;120.332248380024;129.7309053393
451;94081DI0027_13_SEN_ind02.pdf;94081DI0027;13;2;NULL;ND2;ND3;ND4;NULL;ND6;ND7;ND8;NULL;ND10;ND11;ND12;NULL;ND14;ND15;2125461.24781875;2125474.07475538;78.7186544973938;91.0570873421971
452;94076AZ0014_01_SEN_ind01.pdf;94076AZ0014;1;2;99;75;24;2;97;22;10m < D <= 20m;<30;1;0;1;0;10 X 10;5;sous-sol partiellement enterr;2129996.68351715;2129999.89088721;-20.0478996523172;-16.003661184867
453;94076AZ0075_01_SEN_ind01.pdf;94076AZ0075;1;3;99;75;24;3;96;21;Au-dessus de l'axe;<30;1;4;1;0;22 X 10;15;NULL;2129887.04455923;2129908.86438116;-10.580348779792;0.364311003958215
454;94076AZ0090_02_SEN_ind01.pdf;94076AZ0090;2;1;99;72;27;0;99;27;20m < D <= 30m;entre 60 et 90;0;0;0;0;4 X 3;3;NULL;2129745.55688498;2129754.39735206;-39.2341588724897;-28.0999393929169
455;94076AZ0013_01_SEN_ind01.pdf;94076AZ0013;1;2;99;75;24;3;96;21;20m < D <= 30m;<30;1;1;1;0;12 X 7;6;NULL;2129989.00192005;2129993.71665121;-36.5460891999495;-30.0468253097741
456;94076AZ0074_01_SEN_ind01.pdf;94076AZ0074;1;1;99;75;24;3;96;21;Au dessus de l'axe;entre 60 et 90;1;4;1;0;16 X 8;13;NULL;2129908.72700417;2129918.80170618;-17.091625739608;0.364311003958215
457;94076AZ0073_01_SEN_ind01.pdf;94076AZ0073;1;2;99;75;24;3;96;21;20m < D <=30m;entre 60 et 90;1;0;1;0;11 X 9;5;NULL;2129892.18864912;2129907.84274729;-27.0251922054992;-17.0109967537399
458;94076AZ0109_02_SEN_ind01.pdf;94076AZ0109;2;1;99;74;25;1;98;24;20m < D <=30m;entre 30 et 60;1;1;1;0;9 X 8;7;sous-sol partiellement enterr;2129825.19334684;2129839.75660295;-29.0480971492103;-10.5898394285756
459;94076AZ0113_01_SEN_ind01.pdf;94076AZ0113;1;2;99;75;24;0;99;24;Au dessus de l'axe;<30;0;1;1;0;21 X 17;5;NULL;2129990.21283545;2129999.83977691;-16.2675344556543;0.419250164248543
460;94076AZ0161_01_SEN_ind01.pdf;94076AZ0161;1;3;99;75;24;3;96;21;D > 50m;entre 60 et 90;1;5;1;1;18 X 15;20;NULL;2129988.9543642;2129990.56294221;-59.3848402976586;-54.4016741570142
461;94076AZ0114_01_SEN_ind01.pdf;94076AZ0114;1;1;99;75;24;0;99;24;Au dessus de l'axe;<30;0;2;0;0;20 X 20;8;NULL;2129953.7404906;2129989.29031669;-16.4783437699842;0.537410686448666
462;94076AZ0167_01_SEN_ind01.pdf;94076AZ0167;1;2;99;74;25;0;99;25;10m < D <= 20m;<30;1;1;1;0;14 X 12;6;NULL;2129784.05503718;2129804.60513793;-69.032548857323;-11.8298336662226
463;94076AZ0072_01_SEN_ind01.pdf;94076AZ0072;1;1;99;75;24;3;96;21;30m < D <= 40m;entre 60 et 90;1;1;0;0;13 X 10;7;NULL;2129875.78499612;2129888.1586694;-37.5254500888009;-27.352653035763
464;94076AZ0077_01_SEN_ind01.pdf;94076AZ0077;1;3;99;74;25;2;97;23;Au dessus de l'axe;<30;1;1;1;0;11 X 10;7;NULL;2129869.1284219;2129876.64651606;-10.2836931002215;-0.125373772002611
465;94076AZ0126_01_SEN_ind01.pdf;94076AZ0126;1;1;99;74;25;0;99;25;10m < D <= 20m;<30;0;1;0;0;17 X 11;5;NULL;2129771.61577412;2129785.12876651;-29.2267174071044;-16.005355483301
466;94076AZ0191_01_SEN_ind01.pdf;94076AZ0191;1;1;99;74;25;2;97;23;10m < D <= 20m;entre 60 et 90;1;1;1;0;13 X 9;7;NULL;2129804.30411036;2129813.51999117;-18.2415584273917;-6.452640261677
467;94076AZ0081_01_SEN_ind01.pdf;94076AZ0081;1;1;99;74;25;2;97;23;10m < D <= 20m;entre 60 et 90;1;1;1;0;13 X 6;6;NULL;2129838.09095327;2129844.70465829;-20.7609142974751;-10.007296107976
468;94076AZ0089_01_SEN_ind01.pdf;94076AZ0089;1;2;99;72;27;2;97;25;10m < D <= 20m;<30;1;2;1;0;12 X 9;9;NULL;2129755.64196082;2129763.05468363;-30.1808718150102;-17.892558209715
470;94076AZ0088_01_SEN_ind01.pdf;94076AZ0088;1;2;99;72;27;2;97;25;10m < D <= 20m;<30;1;3;0;0;12 X 10;12;NULL;2129762.10956921;2129771.66841608;-30.0896971984985;-15.2470387973316
471;94076AZ0072_02_SEN_ind01.pdf;94076AZ0072;2;2;99;75;24;3;96;21;30m < D <= 40m;entre 60 et 90;1;1;0;0;8 X 8;7;NULL;2129900.52030547;2129908.25163011;-33.401951448062;-26.906293374218
472;94076AZ0076_01_SEN_ind01.pdf;94076AZ0076;1;2;99;75;24;3;96;21;Au dessus de l'axe;<30;1;4;1;0;12 X 10;14;NULL;2129876.10063838;2129887.20467316;-10.7039784696359;0.209605896165505
473;94076AZ0079_01_SEN_ind01.pdf;94076AZ0079;1;2;99;74;25;3;96;22;Au dessus de l'axe;<30;1;1;0;0;12 X 9;6;NULL;2129846.1774689;2129855.50502162;-12.2588268589246;-1.39518743502876
