shapeid;file_name;parcel;bldg_no;sc_lev;z_dem;z_top_tun;overburden;depth_fond;z_fondatio;overburde2;d_min_rang;angle_bldg;stories_un;stories_ov;nb_de_nive;lift_no;footprint;height_ove;comments;pk_min;pk_max;d_min;d_max
385;94081AS0309_01_SEN_ind01.pdf;94081AS0309;1;2;70;39;31;0;70;31;20m < D <= 30m;<30;0;1;1;0;15 X 9;6;/;2128901.935;2128917.397;23.0120024;29.55157318
386;94081CM0065_01_SEN_ind01.pdf;94081CM0065;1;1;35;17;18;3;32;15;40m < D <= 50m;entre 30 et 60;1;0;1;0;12 X 7;6;Prsence de sablire;2126947.954;2126981.66;128.3114532;146.3784141
387;94081CL0140_02_SEN_ind01.pdf;94081CL0140;2;2;35;16;19;0;35;19;Au dessus de l'axe;entre 30 et 60;0;1 partiel);1;0;55 X 11;7;NULL;2126732.28;2126904.625;95.59501635;177.9557581
388;94081BP0207_01_SEN_ind01.pdf;94081BP0207;1;1;45;27;18;7;38;11;0m < D <= 10m;<30;2;7;0;1;30 X 23;22;NULL;2127996.07;2128026.45;-36.39706913;-11.11276395
389;94081AQ0115_02_SEN_ind01.pdf;94081AQ0115;2;1;97;58;39;0;97;39;30m < D <= 40m;<30;0;0;0;0;7 X 3;2;NULL;2129404.695;2129408.254;14.11913684;19.62380827
390;94081AV0017_01_SEN_ind01.pdf;94081AV0017;1;1;60;31;29;2;58;27;40m < D <= 50m;entre 30 et 60;1;1;1;0;8 X 7;7;NULL;2128734.919;2128747.008;-35.04359276;-22.80609069
391;94081AQ0114_01_SEN_ind01.pdf;94081AQ0114;1;2;98;58;40;2;96;38;30m < D <= 40m;<30;1;0;1;0;10 X 8;5;/;2129408.825;2129417.994;22.55563223;32.72820799
392;94081AQ0097_03_SEN_ind01.pdf;94081AQ0097;3;1;95;54;41;0;95;41;10m < D <= 20m;entre 60 et 90;0;0;0;0;25 X 10;5;/;2129257.783;2129268.424;-16.89192653;-10.76988607
393;94081CI0110_01_SEN_ind01.pdf;94081CI0110;1;1;35;15;20;2;33;18;20m < D <= 30m;entre 60 et 90;1;0;1;0;10 X 10;5;NULL;2126905.372;2126921.132;21.63939938;34.56410257
394;94081AR0394_01_SEN_ind01.pdf;94081AR0394;1;1;82;44;38;2;80;36;Au-dessus de l'axe;<30;1;0;1;0;12 X 7;6;NULL;2129034.127;2129044.876;-4.230274769;6.57552795
395;94081CI0021_01_SEN_ind01.pdf;94081CI0021;1;1;35;15;20;0;35;20;30m < D <= 40m;<30;0;0;0;0;5 X 4;3;Prsence de sablire;2126922.367;2126932.579;60.92320685;71.45114968
396;94081AS0398_01_SEN_ind01.pdf;94081AS0398;1;1;65;37;28;0;65;28;0m < D <= 10m;<30;0;3;0;0;13 X 8;11;Toiture terrasse;2128826.841;2128838.742;-9.062811882;7.38178305
397;94081AR0456_01_SEN_ind01.pdf;94081AR0456;1;1;73;41;32;0;73;32;10m < D <= 20m;<30;0;1;1;0;12 X 9;5;NULL;2128945.736;2128960.015;11.31194138;27.44465285
398;94081AQ0358_01_SEN_ind01.pdf;94081AQ0358;1;1;96;56;40;0;96;40;Au dessus de l'axe;<30;0;1;1;0;11 X 8;8;/;2129340.001;2129353.337;-12.28991774;-0.610647457
399;94081AU0014_01_SEN_ind01.pdf;94081AU0014;1;2;59;31;28;0;NULL;non dtermin;10m < D <= 20m;entre 60 et 90;?;1;1;0;12 X 10;5;/;2128714.046;2128722.786;28.78038919;41.26329225
400;94081AR0153_02_SEN_ind01.pdf;94081AR0153;2;1;81;44;37;0;81;37;Au dessus de l'axe;entre 60 et 90;0;0;0;0;8 X 4;2;5;2129053.276;2129059.391;-4.917106528;2.127303582
401;94081AR0340_01_SEN_ind01.pdf;94081AR0340;1;1;71;41;30;2;69;28;0m < D <= 10m;<30;1;1;1;0;8 X 7;7;NULL;2128921.43;2128932.836;2.615453106;16.98677357
402;94081AR0132_01_SEN_ind01.pdf;94081AR0132;1;1;78;44;34;2;76;32;10m < D <= 20m;entre 60 et 90;1;2;0;0;12 X 10;7;NULL;2129024.233;2129033.862;-19.39180285;-7.72407716
403;94081DJ0088_03_SEN_ind01.pdf;94081DJ0088;3;1;35;17;18;2;33;16;10m < D <= 20m;<30;1;0;0;0;13 X 5;4;NULL;2126484.111;2126492.98;-54.62202909;-40.03658898
404;94081BT0134_01_SEN_ind01.pdf;94081BT0134;1;2;46;8;38;2;44;36;10m < D <= 20m;<30;Caves dsafectes;9;0;2;60 X 11;30;NULL;2127574.123;2127657.453;-61.35821293;-29.40230364
405;94081BQ0235_01_SEN_ind01.pdf;94081BQ0235;1;1;44;13;31;0;44;31;10m < D <= 20m;entre 60 et 90;0;0;0;0;32 X 6;4;/;2127692.203;2127708.854;-59.35084715;-14.79355987
406;94081CM0156_03_SEN_ind01.pdf;94081CM0156;3;1;35;35;35;0;35;non dtermin;D > 50m;entre 30 et 60;0;0;1;0;19 X 8;3;Prsence de sablire;2127107.433;2127148.141;84.93018097;128.4630718
407;94081CI0175_01_SEN_ind01.pdf;94081CI0175;1;1;35;25;10;0;NULL;non dtermin;10m < D <= 20m;entre 60 et 90;?;1;1;0;8 X 8;5;/;2126515.484;2126526.543;-63.45525937;-53.58037741
408;94081AR0523_01_SEN_ind01.pdf;94081AR0523;1;1;70;41;29;0;70;29;10m < D <= 20m;<30;0;0;0;0;7 X 7;3;NULL;2128924.27;2128932.291;-21.36678222;-12.54028447
409;94081CI0191_04_SEN_ind01.pdf;94081CI0191;4;1;35;17;18;0;35;18;Au dessus de l'axe;entre 60 et 90;0;0;0;0;60 X 11;5;NULL;2126677.172;2126701.543;-1.255080448;58.86698769
410;94081AQ0123_01_SEN_ind01.pdf;94081AQ0123;1;1;97;56;41;0;97;41;Au dessus de l'axe;entre 30 et 60;0;1;1;0;8 X 8;7;/;2129349.151;2129357.735;-5.711800332;5.525005171
411;94081CH0254_01_SEN_ind01.pdf;94081CH0254;1;1;39;5;34;0;39;34;30m < D <= 40m;entre 60 et 90;0;1;0;0;9 X 9;6;/;2127111.133;2127122.612;-52.9800885;-41.30261659
412;94081DJ0131_16_SEN_ind01.pdf;94081DJ0131;16;1;35;16;19;5;30;14;40m < D <= 50m;entre 60 et 90;1;0;0;0;40 X 30;4;Btiment ferm;2126065.261;2126102.547;-105.2206495;-64.6140311
413;94081AQ0253_02_SEN_ind01.pdf;94081AQ0253;2;1;96;56;40;0;96;40;Au dessus de l'axe;entre 30 et 60;0;0;0;0;7 X 5;4;/;2129323.576;2129328.235;-2.034713684;5.711042139
414;94081CH0241_01_SEN_ind01.pdf;94081CH0241;1;1;41;5;36;4;37;32;40m < D <= 50m;entre 60 et 90;1;1;1;0;12 X 11;6;/;2127182.631;2127196.203;-80.13149794;-64.90426496
415;94081AS0163_01_SEN_ind01.pdf;94081AS0163;1;2;63;35;28;0;NULL;non dtermin;Au dessus de l'axe;entre 30 et 60;?;1;1;0;9 X 8;5;NULL;2128807.52;2128819.083;0.645794581;14.7425513
416;94081CN0092_01_SEN_ind01.pdf;94081CN0092;1;2;40;-1;41;4;36;37;30m < D <= 40m;<30;1;1;1;0;46 X 11;7;NULL;2127261.74;2127300.086;-9.775749925;30.70135788
417;94081AR0390_01_SEN_ind01.pdf;94081AR0390;1;1;82;44;38;0;NULL;non dtermin;20m < D <= 30m;entre 30 et 60;Non dtermin (btiment ferm);0;1;0;12 X 10;4;NULL;2129038.457;2129050.525;28.61356046;38.99632486
418;94081AQ0115_01_SEN_ind01.pdf;94081AQ0115;1;1;98;58;40;2;96;38;20m < D <= 30m;<30;1;1;1;0;10 X 6;7;/;2129404.092;2129410.19;21.29789421;30.73175751
419;94081CU0141_01_SEN_ind01.pdf;94081CU0141;1;1;43;22;21;4;39;17;30m < D <= 40m;entre 60 et 90;2;14;0;2;22 X 17;42;/;2127901.703;2127919.173;42.63567895;65.55950773
420;94081CI0277_01_SEN_ind01.pdf;94081CI0277;1;1;35;15;20;2;33;18;40m < D <= 50m;<30;1;1;0;0;8 X 8;5;Prsence de sablire;2126863.585;2126884.994;38.96079774;51.9019546
421;94081CI0178_01_SEN_ind01.pdf;94081CI0178;1;2;35;25;10;3;32;7;0m < D <= 10m;<30;1;1;0;0;10 X 10;6;/;2126515.739;2126525.8;-53.97757019;-41.85016935
422;94081AR0148_01_SEN_ind01.pdf;94081AR0148;1;1;92;50;42;0;NULL;non dtermin;20m < D <= 30m;<30;Non dterminrmin (btiment ferm);0;1;0;9 X 5;7;/;2129176.54;2129192.956;23.66946193;29.08171876
423;94081AS0120_01_SEN_ind01.pdf;94081AS0120;1;1;63;35;28;3;60;25;0m < D <= 10m;entre 30 et 60;1;1;1;0;10 X 5;5;NULL;2128790.014;2128803.252;8.796498943;23.09789268
424;94081CI0097_01_SEN_ind01.pdf;94081CI0097;1;1;35;25;10;3;32;7;40m < D <= 50m;entre 60 et 90;1;0;1;0;8 X 7;4;/;2126553.209;2126561.521;-66.47108178;-47.50629774
425;94081AR0154_01_SEN_ind01.pdf;94081AR0154;1;1;85;46;39;2;83;37;20m < D <= 30m;<30;1;1;1;0;18 X 10;6;NULL;2129065.357;2129083.78;17.82395738;28.5045703
426;94081AS0380_01_SEN_ind01.pdf;94081AS0380;1;2;60;33;27;0;NULL;non dtermin;10m < D <= 20m;entre 30 et 60;Non dtermine (btiment ferm);1;0;0;8 X 7;6;/;2128744.459;2128755.843;-15.20686367;-4.170168792
427;94081AQ0242_01_SEN_ind01.pdf;94081AQ0242;1;2;97;56;41;0;97;41;20m < D <= 30m;<30;0;0;1;0;13 X 4;3;NULL;2129373.372;2129381.152;27.03545342;39.41395741
428;94081CM0098_02_SEN_ind01.pdf;94081CM0098;2;2;35;17;18;2;33;16;40m < D <= 50m;<30;1;1;1;0;28 X 5;6;/;2126953.812;2126982.949;118.9940352;132.5542263
429;94081AU0020_01_SEN_ind01.pdf;94081AU0020;1;1;59;31;28;0;NULL;non dtermin;0m < D <= 10m;entre 60 et 90;?;1;1;0;9 X 9;5;/;2128706.423;2128716.452;14.49637331;25.36775427
430;94081CH0253_01_SEN_ind01.pdf;94081CH0253;1;1;38;5;33;0;38;33;30m < D <= 40m;entre 60 et 90;0;1;0;0;9 X 9;6;/;2127115.795;2127127.446;-46.37306253;-34.01501668
431;94081AR0460_02_SEN_ind01.pdf;94081AR0460;2;1;85;46;39;1;84;38;0m < D <= 10m;<30;0;0;0;0;9 X 5;3;garage semi-enterr;2129104.36;2129114.053;-23.45078772;-17.30337333
432;94081DJ0088_02_SEN_ind01.pdf;94081DJ0088;2;1;35;17;18;0;35;18;30m < D <= 40m;<30;0;0;0;0;75 X 15;6;NULL;2126387.961;2126457.845;-54.63483818;-40.21838491
433;94081AR0397_01_SEN_ind01.pdf;94081AR0397;1;1;79;42;37;2;77;35;0m < D <= 10m;<30;1;0;1;0;11 X 5;3;NULL;2129005.924;2129016.482;1.38750788;10.49799137
434;94081AU0040_02_SEN_ind01.pdf;94081AU0040;2;2;56;30;26;2;54;24;D > 50m;entre 60 et 90;1;6;1;3 (1 par cage d'escaliers);35 X 10;19;NULL;2128563.802;2128625.589;-101.5223771;-6.812567478
435;94081CN0002_01_SEN_ind01.pdf;94081CN0002;1;2;45;6;39;4;41;35;20m < D <= 30m;<30;1;4;0;0;30 X 16;14;/;2127535.417;2127567.943;-10.38433987;4.881827092
436;94081AQ0116_01_SEN_ind01.pdf;94081AQ0116;1;1;97;58;39;0;97;39;20m < D <= 30m;<30;0;1;1;0;11 X 7;8;/;2129392.022;2129405.569;13.59632735;23.96411158
437;94081CI0011_01_SEN_ind01.pdf;94081CI0011;1;1;35;15;20;0;NULL;non dtermin;Au dessus de l'axe;entre 60 et 90;Non dtermin;1;0;0;9 X 8;6;NULL;2126893.291;2126908.091;-3.812889342;7.984541387
438;94081CI0016_01_SEN_ind01.pdf;94081CI0016;1;1;35;13;22;0;NULL;non dtermin;20m < D <= 30m;entre 60 et 90;Non dtermin;1;0;0;13 X 5;5;NULL;2126946.944;2126956.987;18.9421169;35.57163182
439;94081AQ0190_01_SEN_ind01.pdf;94081AQ0190;1;1;97;58;39;0;97;39;10m < D <= 20m;entre 60 et 90;0;1;1;0;16 X 11;6;/;2129382.754;2129396.357;2.471861646;21.52662977
440;94081AR0128_01_SEN_ind01.pdf;94081AR0128;1;2;76;42;34;1;75;33;20m < D <= 30m;<30;1;1;0;0;8 X 10;7;NULL;2128983.514;2128998.012;-21.63890615;-11.75928321
441;94081CM0018_01_SEN_ind01.pdf;94081CM0018;1;1;35;16;19;3;32;16;30m < D <= 40m;entre 60 et 90;1;1;1;0;10 X 6;5;Prsence de sablire;2126940.791;2126951.532;121.282435;133.1348223
442;94081AR0157_01_SEN_ind01.pdf;94081AR0157;1;2;86;46;40;2;84;38;10m < D <= 20m;<30;1;1;0;0;11 X 8;7;NULL;2129113.04;2129122.821;-23.64328405;-13.29209418
443;94081BT0141_01_SEN_ind01.pdf;94081BT0141;1;1;47;4;43;4;43;39;20m < D <= 30m;<30;1;2;0;0;30 X 20;8;/;2127542.061;2127573.415;-70.59489415;-46.39480023
444;94081CN0003_01_SEN_ind01.pdf;94081CN0003;1;2;46;4;42;4;42;38;0m < D <= 10m;<30;1;4;0;0;30 X 16;14;/;2127495.881;2127522.904;-29.05886192;-2.432600113
445;94081AR0289_01_SEN_ind01.pdf;94081AR0289;1;1;70;39;31;0;NULL;non dtermin;0m < D <= 10m;<30;?;1;1;0;8 X 7;6;NULL;2128914.534;2128925.745;-17.42542591;-9.062153434
446;94081AR0150_01_SEN_ind01.pdf;94081AR0150;1;2;92;50;42;3;89;39;Au dessus de l'axe;<30;1;1;1;0;9 X 6;7;Courrier info. Du 27/10/14;2129182.179;2129196.753;-0.399902162;8.330196996
447;94081CM0024_01_SEN_ind01.pdf;94081CM0024;1;2;35;16;19;0;35;19;40m < D <= 50m;<30;0;0;0;0;12 X 3;2;Prsence de sablire;2126946.608;2126953.767;84.87590613;97.10715398
448;94081AQ0098_01_SEN_ind01.pdf;94081AQ0098;1;1;96;54;42;0;96;42;Au dessus de l'axe;entre 60 et 90;0;1;1;0;16 X 10;7;/;2129286.212;2129296.556;-13.49594031;3.377243815
449;94081CM0115_05_SEN_ind01.pdf;94081CM0115;5;1;40;3;37;0;40;37;Au dessus de l'axe;entre 60 et 90;0;0;0;0;25 X 10;4;NULL;2127177.954;2127201.991;-35.08624011;-12.14141008
450;94081DI0027_16_SEN_ind02.pdf;94081DI0027;16;2;NULL;ND2;ND3;0;NULL;ND6;ND7;ND8;NULL;ND10;ND11;ND12;NULL;7;ND15;2125471.944;2125481.833;120.3322484;129.7309053
451;94081DI0027_13_SEN_ind02.pdf;94081DI0027;13;2;NULL;ND2;ND3;0;NULL;ND6;ND7;ND8;NULL;ND10;ND11;ND12;NULL;7;ND15;2125461.248;2125474.075;78.7186545;91.05708734
452;94076AZ0014_01_SEN_ind01.pdf;94076AZ0014;1;2;99;75;24;2;97;22;10m < D <= 20m;<30;1;0;1;0;10 X 10;5;sous-sol partiellement enterr;2129996.684;2129999.891;-20.04789965;-16.00366118
453;94076AZ0075_01_SEN_ind01.pdf;94076AZ0075;1;3;99;75;24;3;96;21;Au-dessus de l'axe;<30;1;4;1;0;22 X 10;15;NULL;2129887.045;2129908.864;-10.58034878;0.364311004
454;94076AZ0090_02_SEN_ind01.pdf;94076AZ0090;2;1;99;72;27;0;99;27;20m < D <= 30m;entre 60 et 90;0;0;0;0;4 X 3;3;NULL;2129745.557;2129754.397;-39.23415887;-28.09993939
455;94076AZ0013_01_SEN_ind01.pdf;94076AZ0013;1;2;99;75;24;3;96;21;20m < D <= 30m;<30;1;1;1;0;12 X 7;6;NULL;2129989.002;2129993.717;-36.5460892;-30.04682531
456;94076AZ0074_01_SEN_ind01.pdf;94076AZ0074;1;1;99;75;24;3;96;21;Au dessus de l'axe;entre 60 et 90;1;4;1;0;16 X 8;13;NULL;2129908.727;2129918.802;-17.09162574;0.364311004
457;94076AZ0073_01_SEN_ind01.pdf;94076AZ0073;1;2;99;75;24;3;96;21;20m < D <=30m;entre 60 et 90;1;0;1;0;11 X 9;5;NULL;2129892.189;2129907.843;-27.02519221;-17.01099675
458;94076AZ0109_02_SEN_ind01.pdf;94076AZ0109;2;1;99;74;25;1;98;24;20m < D <=30m;entre 30 et 60;1;1;1;0;9 X 8;7;sous-sol partiellement enterr;2129825.193;2129839.757;-29.04809715;-10.58983943
459;94076AZ0113_01_SEN_ind01.pdf;94076AZ0113;1;2;99;75;24;0;99;24;Au dessus de l'axe;<30;0;1;1;0;21 X 17;5;NULL;2129990.213;2129999.84;-16.26753446;0.419250164
460;94076AZ0161_01_SEN_ind01.pdf;94076AZ0161;1;3;99;75;24;3;96;21;D > 50m;entre 60 et 90;1;5;1;1;18 X 15;20;NULL;2129988.954;2129990.563;-59.3848403;-54.40167416
461;94076AZ0114_01_SEN_ind01.pdf;94076AZ0114;1;1;99;75;24;0;99;24;Au dessus de l'axe;<30;0;2;0;0;20 X 20;8;NULL;2129953.74;2129989.29;-16.47834377;0.537410686
462;94076AZ0167_01_SEN_ind01.pdf;94076AZ0167;1;2;99;74;25;0;99;25;10m < D <= 20m;<30;1;1;1;0;14 X 12;6;NULL;2129784.055;2129804.605;-69.03254886;-11.82983367
463;94076AZ0072_01_SEN_ind01.pdf;94076AZ0072;1;1;99;75;24;3;96;21;30m < D <= 40m;entre 60 et 90;1;1;0;0;13 X 10;7;NULL;2129875.785;2129888.159;-37.52545009;-27.35265304
464;94076AZ0077_01_SEN_ind01.pdf;94076AZ0077;1;3;99;74;25;2;97;23;Au dessus de l'axe;<30;1;1;1;0;11 X 10;7;NULL;2129869.128;2129876.647;-10.2836931;-0.125373772
465;94076AZ0126_01_SEN_ind01.pdf;94076AZ0126;1;1;99;74;25;0;99;25;10m < D <= 20m;<30;0;1;0;0;17 X 11;5;NULL;2129771.616;2129785.129;-29.22671741;-16.00535548
466;94076AZ0191_01_SEN_ind01.pdf;94076AZ0191;1;1;99;74;25;2;97;23;10m < D <= 20m;entre 60 et 90;1;1;1;0;13 X 9;7;NULL;2129804.304;2129813.52;-18.24155843;-6.452640262
467;94076AZ0081_01_SEN_ind01.pdf;94076AZ0081;1;1;99;74;25;2;97;23;10m < D <= 20m;entre 60 et 90;1;1;1;0;13 X 6;6;NULL;2129838.091;2129844.705;-20.7609143;-10.00729611
468;94076AZ0089_01_SEN_ind01.pdf;94076AZ0089;1;2;99;72;27;2;97;25;10m < D <= 20m;<30;1;2;1;0;12 X 9;9;NULL;2129755.642;2129763.055;-30.18087182;-17.89255821
470;94076AZ0088_01_SEN_ind01.pdf;94076AZ0088;1;2;99;72;27;2;97;25;10m < D <= 20m;<30;1;3;0;0;12 X 10;12;NULL;2129762.11;2129771.668;-30.0896972;-15.2470388
471;94076AZ0072_02_SEN_ind01.pdf;94076AZ0072;2;2;99;75;24;3;96;21;30m < D <= 40m;entre 60 et 90;1;1;0;0;8 X 8;7;NULL;2129900.52;2129908.252;-33.40195145;-26.90629337
472;94076AZ0076_01_SEN_ind01.pdf;94076AZ0076;1;2;99;75;24;3;96;21;Au dessus de l'axe;<30;1;4;1;0;12 X 10;14;NULL;2129876.101;2129887.205;-10.70397847;0.209605896
473;94076AZ0079_01_SEN_ind01.pdf;94076AZ0079;1;2;99;74;25;3;96;22;Au dessus de l'axe;<30;1;1;0;0;12 X 9;6;NULL;2129846.177;2129855.505;-12.25882686;-1.395187435
474;94076AZ0078_01_SEN_ind01.pdf;94076AZ0078;1;2;99;74;25;3;96;22;Au dessus de l'axe;entre 60 et 90;1;0;1;0;9 X 8;5;NULL;2129854.713;2129865.789;-9.024267447;-0.652657117
476;94028BC0310_07_SEN_ind01.pdf;94028BC0310;7;2;43;24;19;0;43;19;20m < D <= 30m;entre 60 et 90;0;4;0;1;28 X 10;20;NULL;2122326.094;2122357.897;-79.5537046;-49.00281822
477;94028BC0310_05_SEN_ind01.pdf;94028BC0310;5;2;40;25;15;7;33;8;10m < D <= 20m;entre 60 et 90;2;3;0;3;74 X 20;15;NULL;2122395.531;2122453.164;-107.8369057;-30.84545985
478;94028BC0310_04_SEN_ind01.pdf;94028BC0310;4;2;41;24;17;7;34;10;10m < D <= 20m;entre 60 et 90;2;3;0;3;74 X 20;15;NULL;2122343.176;2122410.387;-113.7058641;-37.49131034
479;94028BC0310_06_SEN_ind01.pdf;94028BC0310;6;3;38;25;13;7;31;6;10m < D <= 20m;entre 60 et 90;2;3;0;3;85 X 20;12;NULL;2122302.324;2122706.549;-246.8621402;-29.96252261
480;94002AF0058_01_SEN_ind01.pdf;94002AF0058;1;1;35;5;30;0;35;30;0m < D <= 10m;entre 60 et 90;0;0;0;0;23 X 6;3;NULL;2124577.387;2124581.028;-0.814504814;2.368927277
481;94028BF0234_01_SEN_ind01.pdf;94028BF0234;1;1;35;10;25;0;NULL;non dtermin;Au dessus de l'axe;entre 60 et 90;Non dtermin;Non dtermin;Non dtermin;0;17 X 10;6;NULL;2123817.19;2123836.247;-19.43618976;16.38339566
482;94081AQ0122_01_SEN_ind01.pdf;94081AQ0122;1;1;97;56;41;0;97;41;Au dessus de l'axe;<30;0;2;1;0;16 X 7;7;Nouvelle construction;2129360.832;2129378.573;-5.508595923;14.00163932
483;94081AQ0122_02_SEN_ind01.pdf;94081AQ0122;2;1;97;56;41;0;97;41;Au-dessus de l'axe;<30;0;0;0;0;0 X 0;0;lot arrire NON visible depuis le rue;2129370.423;2129379.77;-8.336462905;-1.926937614
484;940760V0278_01_SEN_ind01.pdf;940760V0278;1;1;100;74;26;3;97;23;20m < D <= 30m;entre 60 et 90;1;2;0;0;17 X 12;9;NULL;2129864.034;2129879.3;23.03532691;33.62165459
485;94081CI0167_01_SEN_ind01.pdf;94081CI0167;1;1;35;22;13;0;35;13;Au dessus de l'axe;entre 60 et 90;0;NULL;NULL;NULL;91 X 13;5;Prsence de sablire;2126559.343;2126638.007;97.19997363;125.3671202
486;94081CI0190_01_SEN_ind01.pdf;94081CI0190;1;1;35;22;13;0;35;13;Au dessus de l'axe;entre 60 et 90;0;NULL;NULL;NULL;43 X 12;5;Prsence de sablire;2126562.585;2126598.905;91.49531213;110.6492256
487;94081DJ0092_01_SEN_ind01.pdf;94081DJ0092;1;1;35;17;18;0;35;18;0m < D <= 10m;<30;0;1;0;0;75 X 14;8;NULL;2126370.734;2126499.159;-5.412223925;9.085841702
488;94081CI0191_07_SEN_ind01.pdf;94081CI0191;7;1;35;17;18;0;35;18;Au dessus de l'axe;<30;0;1;0;0;60 X 30;8;/;2126793.557;2126866.187;-30.7238787;13.29721488
489;94081DJ0090_01_SEN_ind01.pdf;94081DJ0090;1;1;35;17;18;0;NULL;non dtermin;0m < D <= 10m;<30;Non identifi (btiment ferm);0;0;0;100 X 13;7;NULL;2126370.277;2126496.238;-19.39807378;-5.145226986
490;94081DJ0135_01_SEN_ind01.pdf;94081DJ0135;1;2;35;25;10;0;35;10;30m < D <= 40m;entre 60 et 90;0;0;0;0;35 X 15;8;NULL;2126371.604;2126488.051;-68.94261683;-54.43090688
491;94002AJ0059_02_SEN_ind01.pdf;94002AJ0059;2;1;35;5;30;4;31;26;20m < D <= 30m;entre 60 et 90;1;6;NULL;2;45 X 30;23;NULL;2125165.748;2125184.758;-31.48840988;-11.76970778
492;94002AJ0059_01_SEN_ind01.pdf;94002AJ0059;1;1;35;5;30;4;31;26;30m < D <= 40m;entre 60 et 90;1;6;NULL;2;45 X 30;23;NULL;2125174.776;2125194.773;-41.25121498;-21.1955892
493;94002AJ0060_01_SEN_ind01.pdf;94002AJ0060;1;1;35;5;30;4;31;26;30m < D <= 40m;entre 60 et 90;1;5;NULL;2;45 X 30;20;NULL;2125168.834;2125184.778;-48.25713233;-32.4978731
494;94002AE0088_01_SEN_ind01.pdf;94002AE0088;1;1;35;5;30;0;NULL;non dtermin;Au dessus de l'axe;entre 60 et 90;Non dtermin;1;1;NULL;13 X 8;5;NULL;2124824.817;2124830.896;9.662265504;26.72182866
495;94002AE0088_02_SEN_ind01.pdf;94002AE0088;2;1;35;5;30;0;35;30;Au-dessus de l'axe;entre 60 et 90;Non dtermin;1;1;0;13 X 8;5;NULL;2124823.356;2124826.728;9.327046131;17.43979112
496;94028BC0310_01_SEN_ind01.pdf;94028BC0310;1;2;35;26;9;3;32;6;0m < D <= 10m;<30;1;2;0;1;70 X 32;10;NULL;2122514.633;2122585.179;-46.62331449;-9.573675803
0;94081CI0010_01_SEN_ind01.pdf;94081CI0010;1;1;35;15;20;0;NULL;non dtermin;Au dessus de l'axe;entre 60 et 90;Non dtermin (btiment ferm);1;1;0;11 X 10;6;NULL;2150131.126;2150149.604;-72.17773916;-42.83778614
0.ring1;94081CI0010_01_SEN_ind01.pdf;94081CI0010;1;1;35;15;20;0;NULL;non dtermin;Au dessus de l'axe;entre 60 et 90;Non dtermin (btiment ferm);1;1;0;11 X 10;6;NULL;2150135.772;2150146.461;-67.94545511;-52.78507478
1;94081DJ0124_01_SEN_ind01.pdf;94081DJ0124;1;1;35;23;12;0;35;12;D > 50m;entre 60 et 90;0;0;0;0;24 X 13;5;/;2151182.257;2151206.952;-1.105613866;11.31260754
2;94081CL0010_01_SEN_ind01.pdf;94081CL0010;1;1;35;19;16;2;33;14;40m < D <= 50m;entre 60 et 90;1;1;1;0;13 X 9;8;/;2150560.624;2150575.481;26.52622475;39.5321125
3;94081CK0051_01_SEN_ind01.pdf;94081CK0051;1;1;35;20;15;2;33;13;D > 50m;entre 60 et 90;1;1;1;0;12 X 10;8;/;2150719.088;2150734.853;-14.42395998;1.111522687
4;94081CL0159_01_SEN_ind01.pdf;94081CL0159;1;1;35;17;18;3;32;15;30m < D <= 40m;entre 60 et 90;1;0;0;0;14 X 14;3;/;2150327.714;2150345.122;8.100812349;24.25867941
5;94081CM0098_01_SEN_ind01.pdf;94081CM0098;1;1;35;17;18;3;32;15;40m < D <= 50m;entre 30 et 60;1;3;1;0;7 X 7;11;Prsence de sablire;2150263.597;2150271.183;-3.398134638;7.466823014
6;94081CM0022_01_SEN_ind01.pdf;94081CM0022;1;2;35;16;19;2;33;17;40m < D <= 50m;entre 60 et 90;1;1;1;0;15 X 7;5;Prsence de sablire;2150217.381;2150232.822;-8.9742703;2.308662759
7;94081CK0112_01_SEN_ind01.pdf;94081CK0112;1;1;35;19;16;0;35;16;D > 50m;entre 60 et 90;0;1;1;0;11 X 8;5;/;2150600.509;2150611.342;-7.5469199;4.593470468
8;94081CL0041_01_SEN_ind01.pdf;94081CL0041;1;1;35;18;17;2;33;15;D > 50m;entre 60 et 90;1;0;0;0;9 X 8;4;NULL;2150512.005;2150523.175;5.503604916;14.88599498
9;94081CK0015_02_SEN_ind01.pdf;94081CK0015;2;1;35;21;14;2;33;12;D > 50m;<30;1;0;1;0;10 X 5;4;/;2150837.277;2150854.849;6.043847919;23.44140686
10;94081CI0022_01_SEN_ind01.pdf;94081CI0022;1;1;35;15;20;0;35;20;20m < D <= 30m;<30;0;0;1;0;10 X 7;3;Prsence de sablire;2150191.428;2150203.606;-13.39141351;-2.294161994
11;94081CK0068_01_SEN_ind01.pdf;94081CK0068;1;1;35;20;15;2;33;13;D > 50m;entre 60 et 90;1;1;1;0;10 X 8;8;Prsence de sablire;2150693.933;2150708.654;-10.98353752;2.080823009
12;94081CK0180_01_SEN_ind01.pdf;94081CK0180;1;1;35;19;16;2;33;14;D > 50m;entre 60 et 90;1;0;1;0;12 X 7;6;/;2150598.79;2150618.474;-33.62080231;-21.95956385
13;94081CI0009_01_SEN_ind01.pdf;94081CI0009;1;1;35;13;22;3;32;19;Au dessus de l'axe;<30;1;1;1;0;20 X 6;5;Sous-sol semi-enterr.;2150146.279;2150169.064;-88.53829648;-65.85043624
